question_contains_api,question_score,question_favorites,question_views,question_user_rep,question_age,question_answer_count,question_user_accept_rate,question_user_is_reg,question_contains_code,question_edited,question_size,answer_score,answer_age,answer_question_time_dff,answer_user_reputation,answer_user_accept_rate,answer_user_is_reg,answer_contains_code,answer_accepted_or_edit,answer_rank,answer_size,sent_codeblock,sent_total_tokens,sent_position,sent_api_position,sent_start_islower,sent_code_char_count,sent_contains_html_tags,sent_tagged_token_percent,sent_max_cosine,sent_avg_cosine,sentence,sent_pos,isMeaningful
True,3,0,367,137,4510,1,100,True,True,True,82,1,4510,0,168558,98,True,True,True,1,111,False,60,225,0,False,27,True,15.0,0.58235717,0.5803406,It uses a <code>JOptionPane</code> rather than a <code>JFrame</code> (to prevent the daemon thread of the <code>Clip</code> from stopping at the end of <code>main()</code>)  but the principle is the same.</p>,"PRP VBZ DT -LRB- NN -LRB- , NN -RRB- RB IN DT -LRB- NN -RRB- NN NFP NN -RRB- -LRB- TO VB DT NN NN IN DT -LRB- NN -RRB- NN -LRB- , NN -RRB- IN VBG IN DT NN IN -LRB- NN -RRB- JJ -LRB- -RRB- SYM NN -RRB- -RRB- , CC DT NN VBZ DT JJ . NN",no
True,121,0,66739,28560,5648,13,83,True,True,True,88,30,5648,0,62571,100,True,False,False,2,197,False,34,26,0,False,0,False,0.0,0.8683574,0.6898545,Net people got it wrong this time around  would have been better to make everything serializable by default and only need to mark those classes that can t be safely serialized instead.</p>,"JJ NNS VBD PRP JJ DT NN RB , MD VB VBN JJR TO VB NN JJ IN NN CC RB VB TO VB DT NNS WDT MD RB VB RB VBN RB . -RRB-",yes
True,108,0,98433,48677,4138,6,72,True,True,True,235,6,705,3432,325496,58,True,True,True,3,1692,False,44,7231,0,False,10,True,6.818181818,0.91262,0.7627984,The implementation may itself act as the directory service; for example Tomcat can hold the connection info within its own configuration files  and then deliver that info to your app as a <code>DataSource</code> object.,"DT NN MD PRP VB IN DT NN NN : IN NN NNP MD VB DT NN NN IN PRP$ JJ NN NNS , CC RB VB DT NN IN PRP$ NN IN DT -LRB- NN -RRB- NN -LRB- , NN -RRB- NN .",yes
True,1289,0,1359746,18486,5170,29,79,True,True,True,138,13,3122,2048,2342,92,True,True,True,9,247,False,7,548,0,False,10,True,14.28571429,0.32228792,0.15520522,That <code>Comparator</code>,"DT -LRB- NN -LRB- , NN -RRB-",no
True,2,0,754,401,3947,1,0,True,True,False,393,2,3947,0,346315,60,True,True,True,1,233,False,37,708,0,False,29,True,8.108108108,0.58266634,0.47013828,<p>If you need to do this (I would question the reason s why)  you should wrap the <code>firePropertyChange</code> in an <code>invokeLater</code>,"NFP -RRB- IN PRP VBP TO VB DT -LRB- PRP MD VB DT NN VBZ WRB -RRB- , PRP MD VB DT -LRB- NN -RRB- NN -LRB- , NN -RRB- IN DT -LRB- NN -LRB- , NN -RRB-",no
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,61,4667,1028,2115,0,True,True,True,9,1309,False,15,1915,8,False,0,False,0.0,0.65974087,0.39933208,//Note: ArrayList is 26 time faster here than LinkedList for addAll(),SYM NN : NNP VBZ CD NN JJR RB IN NN IN NNP -LRB- -RRB-,yes
True,2,0,754,401,3947,1,0,True,True,False,393,2,3947,0,346315,60,True,True,True,1,233,False,6,1025,0,True,0,False,0.0,0.56029975,0.44678128,within the EDT for you...</p>,IN DT NNP IN PRP .,no
True,108,0,98433,48677,4138,6,72,True,True,True,235,80,4138,0,17493,0,True,True,True,1,237,False,62,554,0,False,0,False,1.612903226,0.8684447,0.6845852,<p>Suppose you need to create connections yourself  how would you deal with changing load  sometime you have 10 users sometime you have 1000  you can t just get a connection whenever you need one and later  release  it so the Database server does not get out of connections  which leads you to connection pooling.,"-LRB- NN VB PRP VBP TO VB NNS PRP , WRB MD PRP VB IN VBG NN , RB PRP VBP CD NNS RB PRP VBP CD , PRP MD RB RB VB DT NN WRB PRP VBP CD CC RBR `` NN    PRP IN DT NN NN VBZ RB VB IN IN NNS , WDT VBZ PRP IN NN NN .",yes
True,108,0,98433,48677,4138,6,72,True,True,True,235,80,4138,0,17493,0,True,True,True,1,237,False,34,952,85,False,23,True,8.823529412,0.7011807,0.55113345,<p>If you are going to program a connection pool yourself then you have to use <code>DriverManager</code>  otherwise go with <code>DataSource</code>.</p>,"NFP -RRB- IN PRP VBP VBG TO VB DT NN NN PRP RB PRP VBP TO VB -LRB- NN -RRB- NNP -LRB- , NN , RB VB IN -LRB- NN NFP NN -RRB- NN",yes
True,121,0,66739,28560,5648,13,83,True,True,True,88,23,5648,0,410053,70,True,False,False,3,41,False,25,93,0,False,0,False,0.0,0.9144671,0.7867668,You could serialize the data/state of your socket object  but the essence of an active connection would be lost.</p>,"PRP MD VB DT NNS , NN IN PRP$ NN NN , CC DT NN IN DT JJ NN MD VB VBN -LRB- NN -RRB-",yes
True,121,0,66739,28560,5648,13,83,True,True,True,88,0,5648,0,15680,85,True,False,False,10,98,False,15,0,0,False,0,False,0.0,0.745327,0.5715554,<p>Well  my answer is that this is for no good reason.,"-LRB- NN UH , PRP$ NN VBZ IN DT VBZ IN DT JJ NN .",no
True,294,0,131128,0,5538,12,0,False,True,True,43,0,2091,3447,3738,0,True,True,True,10,84,False,22,40,0,True,0,False,9.090909091,0.91195226,0.75016224,is a marker interface that implies that a class is safe for serialization and the JVM determines how it is serialized.,VBZ DT NN NN WDT VBZ IN DT NN VBZ JJ IN NN CC DT NNP VBZ WRB PRP VBZ VBN .,no
True,1289,0,1359746,18486,5170,29,79,True,True,True,138,45,5170,0,13044,91,True,True,False,5,210,False,22,372,0,False,0,False,0.0,0.8786914,0.7610787,Comparable allows you to make the object act like you just described Strings (in fact  String implements Comparable).,"JJ VBZ PRP TO VB DT NN VB IN PRP RB VBD NNS -LRB- IN NN , NN VBZ JJ -RRB- .",yes
True,613,0,424372,6215,5577,9,0,True,True,True,303,8,2253,3324,81,0,True,True,True,4,181,False,26,535,0,False,0,True,3.846153846,0.74848443,0.6580863,But if you want sort values in map using User-defined object or any primitive data type key then you should use <strong>,CC IN PRP VBP NN NNS IN NN VBG NN HYPH VBN NN CC DT JJ NNS NN NN RB PRP MD VB -LRB- JJ -RRB-,no
True,372,0,1174397,29019,5704,14,62,True,True,True,280,6,5704,0,7101,0,True,True,False,10,337,False,21,235,34,False,0,False,0.0,0.81170225,0.7191527,<p>Overriding the paint method of JPanel subclass is overkill and requires more work than you need to do.,-LRB- NN VBG DT NN NN IN NN NN VBZ JJ CC VBZ JJR NN IN PRP VBP TO VB .,yes
True,372,0,1174397,29019,5704,14,62,True,True,True,280,6,5704,0,7101,0,True,True,False,10,337,False,34,1382,40,False,0,False,0.0,0.81512535,0.64751023,You need to add the MapLabel to the top JPanel  and make sure to size them all to the full size of the image (by overriding the GetPreferredSize()).,"PRP VBP TO VB DT NNP IN DT JJ NN , CC VB JJ TO VB PRP DT IN DT JJ NN IN DT NN -LRB- IN VBG DT NNP -LRB- -RRB- -RRB- .",yes
True,4739,0,2696520,48251,5702,66,100,True,True,True,129,2758,5701,0,29556,62,True,True,True,2,156,False,79,333,30,False,267,True,3.797468354,0.72058547,0.45738932,Something like</p> <pre><code>StringWriter writer = new StringWriter(); IOUtils.copy(inputStream  writer  encoding); String theString = writer.toString(); </code></pre> <p>or even</p> <pre><code>// NB: does not close inputStream  you ll have to use try-with-resources for that String theString = IOUtils.toString(inputStream  encoding); </code></pre> <p>,"NN IN SYM NN -LRB- NN -LRB- NN NN SYM JJ NNP -LRB- -RRB- : NN -LRB- NN , NN , NN -RRB- : NN DT NN SYM NN NN -LRB- -RRB- : -LRB- NNP NN -RRB- -LRB- NN NN -LRB- NN -LRB- NN -RRB- NN : VBZ RB JJ NN , PRP MD VB TO VB NN HYPH IN HYPH NNS IN DT NN NN SYM NNP -LRB- NN , NN -RRB- : -LRB- NN NN -RRB- -LRB- NN",no
True,613,0,424372,6215,5577,9,0,True,True,True,303,8,2253,3324,81,0,True,True,True,4,181,False,22,0,0,False,0,True,9.090909091,0.4176861,0.35925996,<p>You can use <strong>LinkedHashMap</strong> to main insertion order in Map</p> <p>,"NN PRP MD VB -LRB- JJ -RRB- NNP -LRB- , JJ -RRB- IN JJ NN NN IN NNP -RRB- -LRB- NN -RRB-",yes
True,372,0,1174397,29019,5704,14,62,True,True,True,280,268,5704,0,4928,0,True,True,True,2,149,False,2,315,0,False,0,False,0.0,0.32121086,0.21044655,JPanel;,NNP :,no
True,294,0,131128,0,5538,12,0,False,True,True,43,9,2358,3180,9452,92,True,True,False,5,1650,False,49,326,71,False,45,True,4.081632653,0.48361474,0.26308805,<ul> <li><a href= https://docs.oracle.com/javase/8/docs/api/java/io/NotSerializableException.html  rel= noreferrer ><code>NotSerializableException</code></a>: <em><code>packageName.ClassName</code></em> « To participate a Class Object in serialization process  The class must implement either Serializable or Externalizable interface.</li> </ul>,"-LRB- NN -RRB- -LRB- FW -RRB- -LRB- -LRB- NN SYM `` ADD    FW SYM `` NN    , NN -LRB- LS NN -RRB-    TO VB DT NN NN IN NN NN , DT NN MD VB CC NN CC JJ NN -LRB- NN -RRB- -LRB- FW -RRB-",no
True,108,0,98433,48677,4138,6,72,True,True,True,235,80,4138,0,17493,0,True,True,True,1,237,False,12,311,0,False,10,True,25.0,0.4372045,0.3134932,<p>Using a <code>DataSource</code>,"-LRB- NN VBG DT -LRB- NN -RRB- NN -LRB- , NN -RRB-",no
True,4105,0,1853377,54328,5753,42,81,True,True,True,111,404,4245,1507,22607,100,True,True,True,3,1093,False,14,4280,0,True,30,True,7.142857143,0.42574012,0.2878603,should be wrapped with <code>Collections.unmodifiableList()</code>.</p> <p>,MD VB VBN IN -LRB- NN NN -RRB- NFP NN -RRB- -LRB- NN -RRB-,no
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,58,4090,1605,2886,80,True,True,True,10,665,False,10,499,0,False,10,True,10.0,0.44584873,0.27298275,In brief  <code>LinkedList</code>,"IN NN , -LRB- NN NN -LRB- , NN -RRB-",no
True,4105,0,1853377,54328,5753,42,81,True,True,True,111,78,3506,2246,3335,100,True,True,False,9,92,False,22,212,0,False,4,True,13.63636364,0.52537274,0.405976,<p>A few characters would be saved  if this could be just a <code>List</code> </p>,"NN DT JJ NNS MD VB VBN , IN DT MD VB RB DT -LRB- NN -RRB- NN , NN -RRB- -RRB-",no
True,0,0,4455,4019,4601,2,100,True,True,False,378,0,4601,0,8304,96,True,True,True,1,107,False,21,79,0,False,0,False,0.0,0.77521,0.7035022,You should either embed the wav file into your resource folder and use getResources() to find the file.,PRP MD CC VB DT NN NN IN PRP$ NN NN CC VB NNS -LRB- -RRB- TO VB DT NN .,yes
True,121,0,66739,28560,5648,13,83,True,True,True,88,13,5648,0,89279,74,True,False,False,4,137,False,22,0,20,False,0,False,0.0,0.89015067,0.76434547,<p>The main role of Serializable in Java is to actually make  by default  all other objects nonserializable.,"LS -RRB- DT JJ NN IN NN IN NNP VBZ TO RB VB , IN NN , DT JJ NNS JJ .",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,41,4122,1416,14190,62,True,True,True,2,733,False,14,0,0,False,0,False,0.0,0.8072958,0.7031749,<p>Serialization provides default functionality to store and later recreate the object.,-LRB- NN NN VBZ NN NN IN NN CC RBR VB DT NN .,yes
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,58,4090,1605,2886,80,True,True,True,10,665,False,50,2149,0,True,9,True,4.0,0.7886125,0.6664642,http://www.programcreek.com/2013/03/arraylist-vs-linkedlist-vs-vector/  rel= noreferrer >programcreek.com</a> (<code>add</code> and <code>remove</code> are the first type  i.e.  add an element at the end of the list and remove the element at the specified position in the list.):</p>,"ADD `` FW `` NN `` ADD    -LRB- -LRB- NNP NN -RRB- CC -LRB- NN -LRB- , NN -RRB- VBP DT JJ NN , FW , VB DT NN IN DT NN IN DT NN CC VB DT NN IN DT VBN NN IN DT NN . -RRB- NFP",no
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,3869,5696,0,15244,100,True,True,True,1,1832,False,25,6153,0,False,10,True,8.0,0.863387,0.7704578,Each element of a <code>LinkedList</code> has more overhead since pointers to the next and previous elements are also stored.,DT NN IN DT -LRB- NN NN SYM NN -RRB- VBZ JJR RB IN NNS IN DT JJ CC JJ NNS VBP RB VBN .,yes
True,34,0,9152,10265,5008,3,96,True,True,True,1293,7,4696,312,726,0,True,True,False,2,371,False,17,88,0,False,0,False,5.882352941,0.81726086,0.7708275,I obviously want to prevent the script from running (intentionally or unintentionally) a System.exit</p>,PRP RB VBP TO VB DT NN IN VBG -LRB- RB CC RB -RRB- DT NN -RRB-,no
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,161,4930,765,3944,0,True,False,True,5,519,False,17,2549,0,False,0,False,0.0,0.70279187,0.48769265,I ll still leave my decades-old poor opinion up there for you to read though.,PRP MD RB VB PRP$ NNS HYPH JJ JJ NN RB RB IN PRP TO VB RB .,no
True,4739,0,2696520,48251,5702,66,100,True,True,True,129,80,5500,201,1400,0,True,True,True,10,88,False,4,46,0,False,0,False,0.0,0.7485359,0.55293065,InputStream; import java.io.,NN : NN ADD,no
True,108,0,98433,48677,4138,6,72,True,True,True,235,45,4138,0,1595,67,True,True,True,2,109,False,61,229,0,False,0,False,4.918032787,0.6423521,0.5650425,<ul> <li>improves application performance as connections are not created/closed within a class  they are managed by the application server and can be fetched while at runtime.</li> <li>it provides a facility creating a pool of connections</li> <li>helpful for enterprise applications </li> </ul>,"-LRB- NN -RRB- -LRB- NN NN NN IN NNS VBP RB VBN , VBN IN DT NN , PRP VBP VBN IN DT NN NN CC MD VB VBN IN IN NN -LRB- NNP -RRB- -LRB- SYM PRP VBZ DT NN VBG DT NN IN NNS , NNP -RRB- -LRB- SYM JJ IN NN NNS -LRB- NNP -RRB- -LRB- FW -RRB-",no
True,294,0,131128,0,5538,12,0,False,True,True,43,25,3007,2530,38542,98,True,True,True,3,258,False,24,945,0,False,14,True,8.333333333,0.7825395,0.62473714,If you have to support multiple versions  you can have full control with <code>Externalizable</code> interface.,"IN PRP VBP TO VB JJ NNS , PRP MD VB JJ NN IN -LRB- NN -RRB- NN -LRB- , NN -RRB- NN .",yes
True,372,0,1174397,29019,5704,14,62,True,True,True,280,7,5704,0,190899,75,False,True,False,8,105,False,24,122,0,False,9,True,12.5,0.63352966,0.57997954,If you re talking about adding multiple images to a single panel  I would use <code>ImageIcon</code>s.,"IN PRP VBP VBG IN VBG JJ NNS IN DT JJ NN , PRP MD VB -LRB- NN -RRB- NNP -LRB- , NN NFP .",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,0,2091,3447,3738,0,True,True,True,10,84,False,18,159,0,False,39,True,16.66666667,0.45990264,0.25131172,<code>Externalizable</code> contains 2 methods  <code>readExternal</code> and <code>writeExternal</code>.,"-LRB- NN NFP NN -RRB- VBZ CD NNS , -LRB- NN NN -RRB- CC -LRB- NN NN NFP",yes
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,161,4930,765,3944,0,True,False,True,5,519,False,61,1908,0,False,0,False,1.639344262,0.93907356,0.78796166,The only situations where a LinkedList might make sense would be something highly contrived where you had thousands of Lists any one of which might grow to be GB-sized  but where no good guess could be made at allocation-time of the List and setting them all to GB-sized would blow up the heap.,"DT JJ NNS WRB DT NN MD VB NN MD VB NN RB JJ WRB PRP VBD NNS IN NNS DT CD IN WDT MD VB TO VB NN HYPH JJ , CC WRB DT JJ NN MD VB VBN IN NN HYPH NN IN DT NN CC VBG PRP DT IN NNP HYPH NN MD VB RP DT NN .",yes
True,4739,0,2696520,48251,5702,66,100,True,True,True,129,890,5684,17,10189,78,True,True,True,4,108,False,22,41,0,False,0,False,4.545454545,0.64749527,0.27771252,String myString = IOUtils.toString(myInputStream  &quot;UTF-8&quot;); </code></pre> <p>,"NN NN SYM NNP -LRB- NNP , FW : NNP HYPH NNP : -RRB- : -LRB- NN NN -RRB- -LRB- NN -RRB-",no
True,1902,0,223301,21103,4139,14,45,True,True,True,128,14,4036,102,251,0,True,False,True,9,24,False,24,0,0,False,0,False,0.0,0.8017986,0.6483182,<p>The principal is the Random Class constructed with the same seed will generate the same pattern of numbers every time.</p>,NFP -RRB- DT NN VBZ DT NNP NNP VBN IN DT JJ NN MD VB DT JJ NN IN NNS DT NN . NN,yes
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,3869,5696,0,15244,100,True,True,True,1,1832,False,29,6692,108,False,9,True,10.34482759,0.83268684,0.714883,To avoid the high cost of resizing when you know you re going to add a lot of elements  construct the <code>ArrayList</code>,"TO VB DT JJ NN IN VBG WRB PRP VBP PRP VBP VBG TO VB DT NN IN NNS , VB DT -LRB- NN -RRB- NN -LRB- , NN -RRB-",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,9,2358,3180,9452,92,True,True,False,5,1650,False,9,275,0,False,0,False,0.0,0.8082657,0.60665035,Most of the java class are serializable</em>.</p>,JJS IN DT NN NN VBP JJ NN NFP,yes
True,613,0,424372,6215,5577,9,0,True,True,True,303,0,127,5450,1,0,True,True,True,9,290,False,31,178,0,False,0,False,6.451612903,0.8316661,0.6983454,It stores its entries in a Hashtable and uses a doubly-linked list internally to maintain the insertion order.</p> <p>Ex: Java program to find FirstNonRepeatingCharacter.,PRP VBZ PRP$ NNS IN DT NNP CC VBZ DT RB HYPH VBN NN RB TO VB DT NN NN . -LRB- NN : NNP NN TO VB NNP NNP .,no
True,121,0,66739,28560,5648,13,83,True,True,True,88,30,5648,0,62571,100,True,False,False,2,197,False,7,0,0,False,0,False,0.0,0.54111594,0.4347721,<p>I think both Java and .,NN PRP VBP CC NNP CC .,no
True,108,0,98433,48677,4138,6,72,True,True,True,235,5,2577,1560,23504,89,True,True,True,4,39,False,28,0,0,False,10,True,10.71428571,0.7217173,0.57968825,<p><code>DataSource</code> objects can provide connection pooling and distributed transactions  so you may have to use <code>DataSource</code>,"NN NN NFP NN -RRB- NNS MD VB NN NN CC VBN NNS , RB PRP MD VB TO VB -LRB- NN -RRB- NN -LRB- , NN -RRB-",yes
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,61,4667,1028,2115,0,True,True,True,9,1309,False,24,7420,0,True,0,False,0.0,0.4000752,0.22370073,private String[] maxArray() { String[] strings = new String[MAX]; Boolean result = Boolean.,JJ NN -LRB- -RRB- NNP -LRB- -RRB- : NN -LRB- -RRB- NNS SYM JJ NN -LRB- NNP -RRB- : NN NN SYM NNP .,no
True,294,0,131128,0,5538,12,0,False,True,True,43,0,2091,3447,3738,0,True,True,True,10,84,False,5,159,0,False,14,True,20.0,0.37378335,0.12540783,<code>Externalizable</code>,-LRB- NN NFP NN -RRB-,no
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,58,4090,1605,2886,80,True,True,True,10,665,False,19,2434,0,False,0,False,0.0,0.3852518,0.20888864,<p><img src= https://i.sstatic.net/pdKaZ.png  alt= enter image description here ></p>,-LRB- NN -LRB- NN NN SYM `` ADD    FW NFP VB NN NN RB    SYM NN -RRB-,no
True,4105,0,1853377,54328,5753,42,81,True,True,True,111,49,3818,1934,6948,79,True,True,True,10,392,False,16,1331,58,False,0,False,0.0,0.5614822,0.40200847,<p>Or as said @glglgl  you can create another independant ArrayList with :</p>,"`` CC IN VBD IN NNP , PRP MD VB DT JJ NN IN NN -RRB-",no
True,2,0,754,401,3947,1,0,True,True,False,393,2,3947,0,346315,60,True,True,True,1,233,False,13,973,0,True,9,True,7.692307692,0.6412065,0.49262324,the changes so that they are <code>processed</code>,"DT NNS IN IN PRP VBP -LRB- NN VBN -LRB- , NN -RRB-",no
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,122,5523,173,23428,80,True,False,False,7,212,False,53,160,0,False,0,False,3.773584906,0.93378365,0.8155083,There are some very specific algorithms where a LinkedList is called for  but those are very  very rare and the algorithm will usually specifically depend on LinkedList s ability to insert and delete elements in the middle of the list relatively quickly  once you ve navigated there with a ListIterator.</p>,"EX VBP DT RB JJ NNS WRB DT NN VBZ VBN IN , CC DT VBP RB , RB JJ CC DT NN MD RB RB VB IN NNP POS NN TO VB CC VB NNS IN DT NN IN DT NN RB RB , IN PRP VBP VBN RB IN DT NNP NN -RRB-",yes
True,34,0,9152,10265,5008,3,96,True,True,True,1293,8,5004,3,24207,60,True,True,True,1,105,False,22,339,7,False,0,False,0.0,0.8596408,0.7969135,<p>The URLClassLoader is doing exactly as its says  the AccessControlContext is what you need to be looking at.,"NFP -RRB- DT NNP VBZ VBG RB IN PRP VBZ , DT NNP VBZ WP PRP VBP TO VB VBG IN .",yes
True,3620,0,1387883,39488,5696,34,73,True,True,True,112,3869,5696,0,15244,100,True,True,True,1,1832,False,8,7382,0,False,0,False,12.5,0.79426694,0.6502662,It is just like a regular array.,PRP VBZ RB IN DT JJ NN .,no
True,1,0,2408,412,2671,2,100,True,True,True,102,5,2662,8,33876,0,True,False,True,1,338,False,15,310,0,False,0,False,0.0,0.60323656,0.60323656,<p>Permissions are granted to classes in one of two ways:</p>,-LRB- NN NNS VBP VBN IN NNS IN CD IN CD NNS -LRB- NN -RRB-,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,9,2358,3180,9452,92,True,True,False,5,1650,False,30,1097,0,False,0,False,3.333333333,0.9519868,0.8016829,For serializable objects  sufficient information is kept to restore those objects even if a different (but compatible) version of the implementation of the class is present.,"IN JJ NNS , JJ NN VBZ VBN TO VB DT NNS RB IN DT JJ -LRB- CC JJ -RRB- NN IN DT NN IN DT NN VBZ JJ .",yes
True,1902,0,223301,21103,4139,14,45,True,True,True,128,261,4138,1,3443,0,True,True,True,3,490,False,57,348,0,False,17,True,15.78947368,0.6118405,0.50170344,To allow generating words of different lengths  we further add a terminator symbol <code>⊥</code> to yield an extended alphabet <code>Σ  := Σ ∪ {⊥}</code>.</p> <p>Let <code>α</code> be a symbol and X a uniformly distributed random variable over <code>Σ </code>.,"TO VB VBG NNS IN JJ NNS , PRP RB VBP DT NN NN -LRB- NN -RRB- NN -RRB- TO VB DT VBN NN -LRB- NN -RRB- NN    SYM NN SYM NN -RRB- -LRB- NN VB -LRB- NN NN -RRB- VB DT NN CC NN DT RB VBN JJ NN IN -LRB- NN NN NN -RRB-",yes
True,0,0,1072,583,3958,1,76,True,True,True,405,0,3956,1,583,76,True,True,True,1,434,False,37,1806,0,False,0,False,0.0,0.1998322,0.17077807,InputStream is = new ByteArrayInputStream(buf); AudioStream audioStream = null; try { audioStream = new AudioStream(is); } catch (IOException ex) { Logger.getLogger(SoundSerializer.class.getName()).log(Level.,NN VBZ SYM JJ NNP NNP -RRB- : NNP NNP SYM NN : VB : NNP SYM JJ NNP -LRB- VBZ -RRB- : SYM NN -LRB- NNP NNP -RRB- -LRB- NNP -LRB- -RRB- -RRB- NN -LRB- NN,no
True,294,0,131128,0,5538,12,0,False,True,True,43,9,2358,3180,9452,92,True,True,False,5,1650,False,15,4417,0,False,0,False,0.0,0.86759603,0.72406304,If there is any mismatch of type from the stream it throws OptionalDataException.</p>,IN EX VBZ DT NN IN NN IN DT NN PRP VBZ NNP NN -RRB-,no
True,1902,0,223301,21103,4139,14,45,True,True,True,128,261,4138,1,3443,0,True,True,True,3,490,False,38,1434,0,False,37,True,7.894736842,0.6815003,0.521767,For 7 letters we re looking at closer to 1.52%  but I hadn t realized that before giving it a try:</p> <pre><code>#include &lt;iostream&gt; #include &lt;random&gt;,"IN CD NNS PRP VBP VBG IN JJR IN CD NN , CC PRP VBD RB VBN IN IN VBG PRP DT NN NN -RRB- -LRB- NN -RRB- -LRB- NN -RRB- NN : NNP : NN NN : NN :",no
True,3,0,1721,63,4074,2,0,True,True,False,195,3,4074,0,15110,64,True,True,True,1,147,False,16,470,0,False,0,False,6.25,0.76534,0.7379528,The basic idea is that every class loader has a  parent  class loader.,DT JJ NN VBZ IN DT NN NN VBZ DT `` NN    NN NN .,yes
True,108,0,98433,48677,4138,6,72,True,True,True,235,6,705,3432,325496,58,True,True,True,3,1692,False,23,5105,0,True,0,False,13.04347826,0.7503929,0.6373075,the applications deployed to have a reference to a datasource instead of a connection?</p> </blockquote> <p>,"DT NNS VBN TO VB DT NN IN DT NN RB IN DT NN . NFP NN , NN -RRB- -LRB- NN -RRB-",no
True,-1,0,1085,153,4195,3,0,True,False,False,61,0,4195,0,5486,53,True,False,False,2,53,False,7,49,50,True,0,False,0.0,0.28172994,0.16023012,http://docs.oracle.com/javase/7/docs/api/java/sql/DriverManager.html  rel= nofollow >,ADD `` UH `` FW    -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,2,4631,907,15590,70,True,False,False,8,60,False,13,0,0,False,0,False,0.0,0.75312483,0.60823154,<p>When considering options for improving performance  don t forget custom serialization.,"NN WRB VBG NNS IN VBG NN , VB RB VB JJ NN .",yes
True,4739,0,2696520,48251,5702,66,100,True,True,True,129,2366,4846,855,30853,100,True,True,True,3,248,False,47,828,0,False,7,True,4.255319149,0.8209426,0.63014776,Note  if you need to be specific about the input stream s encoding  you can provide the second argument to <code>Scanner</code> constructor that indicates what character set to use (e.g.  UTF-8 ).</strong></p>,"VB , IN PRP VBP TO VB JJ IN DT NN NN POS NN , PRP MD VB DT JJ NN IN -LRB- NN -RRB- NN -LRB- , NN -RRB- NN WDT VBZ WDT NN VBN TO VB -LRB- FW `` NNP HYPH CD    -RRB- , NN",no
True,4739,0,2696520,48251,5702,66,100,True,True,True,129,2366,4846,855,30853,100,True,True,True,3,248,False,14,1039,0,False,0,True,7.142857143,0.5372168,0.35064772,<p>Hat tip goes also to <a href= https://stackoverflow.com/users/68127/jacob-gabrielson >,NN NN NN VBZ RB IN -LRB- DT NN SYM `` ADD    -RRB-,no
True,34,0,9152,10265,5008,3,96,True,True,True,1293,8,5004,3,24207,60,True,True,True,1,105,False,22,28,68,False,0,False,0.0,0.9591168,0.8322774,The AccessControlContext of the thread that created the instance of URLClassLoader will be used when subsequently loading classes and resources.</code></p>,DT NNP IN DT NN WDT VBD DT NN IN NNP MD VB VBN WRB RB NN NNS CC NNS . NN,yes
True,1,0,2408,412,2671,2,100,True,True,True,102,1,2671,0,1418,0,True,False,False,2,91,False,5,172,0,False,0,False,0.0,0.11137842,0.11137842,<blockquote> <p>,-LRB- NN -RRB- -LRB- NN,no
True,-1,0,466,294,2888,1,0,True,True,False,213,0,2882,6,294,0,True,True,True,1,211,False,49,0,0,False,0,False,4.081632653,0.8611685,0.72723603,<p>I found the solution  what I had to do is  create a StringFieldEditor and then use it in a listener for get the new value  process this value using my own algorithm for encrypt  then set this value encrypted to StringFieldEditor.</p>,"NN PRP VBD DT NN , WP PRP VBD TO VB VBZ , VB DT NNP CC RB VB PRP IN DT NN IN VB DT JJ NN , VB DT NN VBG PRP$ JJ NN IN NN , RB VB DT NN VBN IN NNP , NN -RRB-",no
True,108,0,98433,48677,4138,6,72,True,True,True,235,6,705,3432,325496,58,True,True,True,3,1692,False,19,315,0,False,0,False,5.263157895,0.8669926,0.66738313,But when deploying to production  you’ll not want to hard-code connection info within your codebase.,"CC WRB VBG IN NN , PRP MD RB VB TO JJ HYPH NN NN NN IN PRP$ NN .",yes
True,613,0,424372,6215,5577,9,0,True,True,True,303,0,127,5450,1,0,True,True,True,9,290,False,10,0,0,False,0,False,0.0,0.6914575,0.61614096,<p>LinkedHashMap is used for maintaing insertion order.,-LRB- NN NNP VBZ VBN IN VBG NN NN .,yes
True,1902,0,223301,21103,4139,14,45,True,True,True,128,24,3923,215,14049,53,True,True,False,7,502,False,4,432,0,True,0,False,0.0,0.5062279,0.41060352,public class SeedFinder {,JJ NN NNP .,no
