question_contains_api,question_score,question_favorites,question_views,question_user_rep,question_age,question_answer_count,question_user_accept_rate,question_user_is_reg,question_contains_code,question_edited,question_size,answers,answer_score,answer_age,answer_question_time_dff,answer_user_reputation,answer_user_accept_rate,answer_user_is_reg,answer_contains_code,answer_accepted_or_edit,answer_rank,answer_size,sent_codeblock,sent_total_tokens,sent_position,sent_api_position,sent_start_islower,sent_code_char_count,sent_contains_html_tags,sent_tagged_token_percent,sent_max_cosine,sent_avg_cosine,sentence,sent_pos,isMeaningful
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,14,5076,41,False,0,True,14.285714285714285,0.4453075,0.16073003,<p>Example <strong>«</strong> implements Serializable</p>,-LRB- NN NN -LRB- JJ -RRB- '' -LRB- JJ -RRB- VBZ NN NN -RRB-,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,14,5137,0,False,5,True,7.142857142857142,0.6768138,0.32229593,"<pre class=""lang-java prettyprint-override""><code>class","-LRB- NN NN SYM `` FW HYPH FW NN HYPH NN '' , NN",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,13,5193,61,False,0,False,0.0,0.5645522,0.394496,"Role {
    String role;
}
class User extends Role implements Serializable {",NN HYPH NN NN : JJ NN NN VBZ NN VBZ NN .,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,14,5274,0,True,0,False,0.0,0.794298,0.4593555,"private static final long serialVersionUID = 5081877L;
    Integer id;
    Address address;",JJ JJ JJ JJ NN SYM CD : NN NN : NN NN :,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,38,5371,0,True,0,False,0.0,0.6195444,0.26985094,"public User() {
        System.out.println(""Default Constructor get executed."");
    }
    public User( String role ) {
        this.role = role;
        System.out.println(""Parametarised Constructor."");
    }
}",JJ NN -LRB- -RRB- NFP CD -LRB- `` NN NN VB VBN . '' -RRB- : JJ JJ JJ NN NN -RRB- NFP NN SYM NN : SYM -LRB- `` JJ NN . '' -RRB- : SYM -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,5,5584,25,True,0,False,0.0,0.58966947,0.48042306,class Address implements Serializable {,NN NN VBZ NN .,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,15,5629,0,True,0,False,6.666666666666667,0.7143134,0.40528607,"private static final long serialVersionUID = 5081877L;
    String country;
}
</code></pre>",JJ JJ JJ JJ NN SYM CD : NN NN : NN FW NN -RRB-,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,13,5723,0,False,0,True,15.384615384615383,0.4453075,0.16073003,<p>Example <em>«</em> implements Externalizable</p>,-LRB- NN NN -LRB- PRP -RRB- `` -LRB- PRP -RRB- VBZ JJ NN,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,20,5778,0,False,51,True,5.0,0.6523541,0.41178215,"<pre class=""lang-java prettyprint-override""><code>class User extends Role implements Externalizable {","-LRB- NN NN SYM `` FW HYPH FW FW HYPH NN '' , NN NN VBZ NN VBZ JJ .",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,49,5885,0,False,0,False,0.0,0.7078949,0.3744584,"Integer id;
    Address address;
    // mandatory public no-arg constructor
    public User() {
        System.out.println(""Default Constructor get executed."");
    }
    public User( String role ) {
        this.role = role;
        System.out.println(""Parametarised Constructor."");
    }",NN NN : NN NN : SYM JJ JJ NN NN NN JJ NN -LRB- -RRB- NFP CD -LRB- `` NN NN VB VBN . '' -RRB- : JJ JJ JJ NN NN -RRB- NFP NN SYM NN : SYM -LRB- `` JJ NN . '' -RRB- : '',no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,68,6180,0,False,0,False,1.4705882352941175,0.6355071,0.14209895,"@Override
    public void writeExternal(ObjectOutput out) throws IOException {
        out.writeInt( id );
        out.writeUTF( role );
        out.writeObject(address);
    }
    @Override
    public void readExternal(ObjectInput in) throws IOException, ClassNotFoundException {
        this.id = in.readInt();
        this.address = (Address) in.readObject();
        this.role = in.readUTF();
    }
}
</code></pre>","NFP VB JJ NN NN -LRB- NNP RB -RRB- VBZ NN -LRB- NN -LRB- NN -RRB- : NN -LRB- NN -RRB- : NN -LRB- NN -RRB- : NN IN NN JJ NN NN -LRB- NN RB -RRB- VBZ NN , NNP -LRB- ADD SYM ADD -RRB- : DT NN SYM -LRB- NN -RRB- NN -LRB- -RRB- : NN SYM NN -LRB- -RRB- : NFP NFP GW NN -RRB-",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,6,6602,0,False,0,False,0.0,0.43348354,0.09715981,<p>Example</p>,-LRB- NN NN -LRB- NN -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,25,6620,0,False,107,True,4.0,0.6352775,0.38819295,"<pre class=""lang-java prettyprint-override""><code>public class CustomClass_Serialization {
    static String serFilename = ""D:/serializable_CustomClass.ser"";","-LRB- NN NN SYM `` FW HYPH FW FW HYPH NN '' , NN NN NN NFP JJ NN NN SYM `` NNP '' :",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,27,6783,0,True,0,False,0.0,0.626014,0.24905898,"public static void main(String[] args) throws IOException {
        Address add = new Address();
        add.country = ""IND"";",JJ JJ NN JJ -LRB- NN -LRB- -RRB- NN -RRB- VBZ NN HYPH NN NN SYM JJ NN -LRB- -RRB- : NN SYM `` NN '' :,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,18,6918,0,False,0,False,0.0,0.6707486,0.21945848,"User obj = new User(""SE"");
        obj.id = 7;
        obj.address = add;",NN NN SYM JJ NNP `` NNP '' -RRB- : NNP SYM CD : NN SYM VB :,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,16,7001,0,False,0,False,0.0,0.6431236,0.30436945,"// Serialization
        objects_serialize(obj, serFilename);
        objects_deserialize(obj, serFilename);","SYM NN FW -LRB- NNP , NNP -RRB- : FW -LRB- NNP , NNP -RRB- :",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,9,7119,0,False,0,False,0.0,0.6611815,0.22201477,"// Externalization
        objects_WriteRead_External(obj, serFilename);
    }","SYM NNP FW FW , FW -RRB- : SYM",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,35,7203,0,True,0,False,0.0,0.6263737,0.20116189,"public static void objects_serialize( User obj, String serFilename ) throws IOException{
        FileOutputStream fos = new FileOutputStream( new File( serFilename ) );
        ObjectOutputStream objectOut = new ObjectOutputStream( fos );","JJ JJ NN NN -LRB- NN NN , NNP NNP -RRB- VBZ NN HYPH NNP NNP SYM JJ NNP -LRB- JJ NNP FW -RRB- -RRB- : NNP NN SYM JJ NN -LRB- NN -RRB- :",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,4,7451,14,False,0,False,0.0,0.39076605,0.2940543,// java.io.NotSerializableException: com.github.objects.,NFP NN : ADD,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,18,7507,0,False,0,False,0.0,0.50877,0.037007265,"Address
        objectOut.writeObject( obj );
        objectOut.flush();
        objectOut.close();
        fos.close();",NN NNP -LRB- NNP -RRB- : NNP -LRB- -RRB- : NN -LRB- -RRB- : NN -LRB- -RRB- :,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,82,7637,0,False,0,False,1.2195121951219512,0.6353304,0.20852335,"System.out.println(""Data Stored in to a file"");
    }
    public static void objects_deserialize( User obj, String serFilename ) throws IOException{
        try {
            FileInputStream fis = new FileInputStream( new File( serFilename ) );
            ObjectInputStream ois = new ObjectInputStream( fis );
            Object readObject;
            readObject = ois.readObject();
            String calssName = readObject.getClass().getName();
            System.out.println(""Restoring Class Name : ""+ calssName); // InvalidClassException","LS -LRB- `` NNS VBN RP IN DT NN '' -RRB- : JJ JJ JJ NN NN -LRB- NN NN , NNP NNP -RRB- VBZ NN -LRB- NN : NNP NNP SYM JJ NNP -LRB- NNP NNP NNP -RRB- -RRB- : NNP NNP SYM JJ NNP -LRB- NNP -RRB- : NN NN : NNP SYM NNP -LRB- -RRB- : NN NN SYM ADD -RRB- ADD -LRB- -RRB- : SYM -LRB- `` VBG NN NN : `` SYM NN -RRB- : NFP NNP",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,27,8194,0,False,0,False,0.0,0.6240808,0.26353475,"User user = (User) readObject;
            System.out.format(""Obj[Id:%d, Role:%s] \n"", user.id, user.role);","NN NN SYM -LRB- NN -RRB- NN : ADD NN -LRB- NN : NN , NN : NN -RRB- CD '' , NN , NN -RRB- :",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,34,8315,0,False,0,False,0.0,0.5743578,0.06399196,"Address add = (Address) user.address;
            System.out.println(""Inner Obj : ""+ add.country );
            ois.close();
        } catch (ClassNotFoundException e) {
            e.printStackTrace();
        }
    }","VB NN SYM -LRB- NN -RRB- NN : LS -LRB- `` JJ NN : `` SYM NN -RRB- : NNP -RRB- : NFP NN -LRB- NNP FW , FW -LRB- -RRB- : SYM -RRB-",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,36,8539,0,True,0,False,0.0,0.6457614,0.2028855,"public static void objects_WriteRead_External( User obj, String serFilename ) throws IOException {
        FileOutputStream fos = new FileOutputStream(new File( serFilename ));
        ObjectOutputStream objectOut = new ObjectOutputStream( fos );","JJ JJ NN NN NNP -LRB- NN NNP , NNP NNP -RRB- VBZ NN HYPH NNP NNP SYM JJ NNP -LRB- JJ NNP FW -RRB- -RRB- : NNP NNP SYM JJ NN -LRB- NN -RRB- :",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,9,8795,0,True,0,False,0.0,0.49386668,0.015114751,"obj.writeExternal( objectOut );
        objectOut.flush();",NNP -LRB- NNP -RRB- : NNP -LRB- -RRB- :,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,4,7615,0,True,0,False,0.0,0.49386677,0.015114756,fos.close();,NN -LRB- -RRB- :,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,12,7637,0,False,0,False,8.333333333333332,0.7026946,0.5714586,"System.out.println(""Data Stored in to a file"");",SYM -LRB- `` NNS VBN RP IN DT NN '' -RRB- :,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,16,8942,0,True,0,False,6.25,0.8832915,0.749966,"try {
            // create a new instance and read the assign the contents from stream.",VB . SYM VB DT JJ NN CC VB DT VB DT NNS IN NN .,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,8,9043,0,False,0,False,0.0,0.598598,0.22323519,User user = new User();,NN NN SYM JJ NN -LRB- -RRB- :,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,21,9080,0,False,0,False,0.0,0.57778895,0.09395505,"FileInputStream fis = new FileInputStream(new File( serFilename ));
            ObjectInputStream ois = new ObjectInputStream( fis );",NNP NNP SYM JJ NNP -LRB- JJ NNP FW -RRB- -RRB- : NNP NNP SYM JJ NNP -LRB- NN -RRB- :,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,5,9227,0,True,0,False,0.0,0.5734155,0.08956835,user.readExternal(ois);,NNP -LRB- NN -RRB- :,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,20,8237,0,False,0,False,0.0,0.4941885,0.32488823,"System.out.format(""Obj[Id:%d, Role:%s] \n"", user.id, user.role);","NN NFP NNP -LRB- NN : NN , NN : NN -RRB- CD '' , NNP , NNP -RRB- :",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,39,9342,0,False,0,False,2.564102564102564,0.5930036,0.073249765,"Address add = (Address) user.address;
            System.out.println(""Inner Obj : ""+ add.country );
            ois.close();
        } catch (ClassNotFoundException e) {
            e.printStackTrace();
        }
    }
}
</code></pre>","VB NN SYM -LRB- NN -RRB- NN : LS -LRB- `` JJ NN : `` SYM NN -RRB- : NNP -RRB- : NFP NN -LRB- NNP FW , FW -LRB- -RRB- : NFP HYPH -RRB- , NN NN -RRB-",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,3,823,0,False,0,False,0.0,0.3871044,0.089714006,<hr>,-LRB- NN -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,3,9586,0,False,0,False,0.0,0.3720462,0.08379911,<p>@see</p>,NN . -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,14,9599,0,False,0,True,7.142857142857142,0.3813519,0.07441962,"<ul>
<li><a href=""https://stackoverflow.com/a/31651945/5081877"">",-LRB- NN -RRB- -LRB- FW -RRB- -LRB- -LRB- NN SYM `` ADD '' -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,21,9663,0,False,0,True,4.761904761904762,0.40768528,0.1389933,"What is Object Serialization</a></li>
<li><a href=""http://www.oracle.com/technetwork/java/javase/tech/serializationfaq-jsp-136699.html"" rel=""noreferrer"">","WP VBZ NN NN -LRB- NNP -RRB- -LRB- NNP , SYM NN SYM `` ADD '' NN `` NN '' -RRB-",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],9,2358,3180,9452,92,True,True,False,5,1650,False,12,9816,0,False,0,False,0.0,0.42092705,0.1771015,"Object Serialization: Frequently Asked Questions</a></li>
</ul>",NN NN : RB VBN NNS -LRB- NN -RRB- -LRB- FW -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],7,5538,0,27154,0,True,False,True,6,208,False,15,0,0,False,0,True,6.666666666666667,0.38582414,0.13318512,"<p><a href=""https://docs.oracle.com/javase/8/docs/platform/serialization/spec/serialTOC.html"" rel=""nofollow noreferrer"">",-LRB- NN -LRB- NN NN SYM `` ADD '' FW `` FW FW '' -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],7,5538,0,27154,0,True,False,True,6,208,False,1,120,0,True,0,False,0.0,0.30708426,0.029275319,https://docs.oracle.com/javase/8/docs/platform/serialization/spec/serialTOC.html</a></p>,ADD,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],7,5538,0,27154,0,True,False,True,6,208,False,44,210,155,False,0,False,0.0,0.9002024,0.7602627,"<p>Default serialization is somewhat verbose, and assumes the widest possible usage scenario of the serialized object, and accordingly the default format (Serializable) annotates the resultant stream with information about the class of the serialized object.</p>","-LRB- NN NN NN VBZ RB JJ , CC VBZ DT JJS JJ NN NN IN DT VBN NN , CC RB DT NN NN -LRB- NN -RRB- VBZ DT JJ NN IN NN IN DT NN IN DT VBN NN -LRB- NN -RRB-",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],7,5538,0,27154,0,True,False,True,6,208,False,37,474,0,False,0,False,0.0,0.872196,0.7228928,<p>Externalization give the producer of the object stream complete control over the precise class meta-data (if any) beyond the minimal required identification of the class (e.g. its name).,-LRB- NN NN VB DT NN IN DT NN NN JJ NN IN DT JJ NN NN HYPH NNS -LRB- IN DT -RRB- IN DT JJ VBN NN IN DT NN -LRB- FW PRP VBZ NN -RRB- .,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],7,5538,0,27154,0,True,False,True,6,208,False,48,665,0,False,0,False,0.0,0.9445534,0.7882954,"This is clearly desirable in certain situations, such as closed environments, where producer of the object stream and its consumer (which reifies the object from the stream) are matched, and additional metadata about the class serves no purpose and degrades performance.</p>","DT VBZ RB JJ IN JJ NNS , JJ IN VBN NNS , WRB NN IN DT NN NN CC PRP$ NN -LRB- WDT VBZ DT NN IN DT NN -RRB- VBP VBN , CC JJ NN IN DT NN VBZ DT NN CC VBZ NN . NN",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],7,5538,0,27154,0,True,False,True,6,208,False,29,941,0,False,0,False,0.0,0.9060613,0.75780624,<p>Additionally (as Uri point out) externalization also provides for complete control over the encoding of the data in the stream corresponding to Java types.,-LRB- NN RB -LRB- IN NN VBP RP -RRB- NN RB VBZ IN JJ NN IN DT NN IN DT NNS IN DT NN VBG IN NNP NNS .,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],7,5538,0,27154,0,True,False,True,6,208,False,25,1101,0,False,0,False,4.0,0.74543273,0.6066589,"For (a contrived) example, you may wish to record boolean true as 'Y' and false as 'N'.","IN -LRB- DT JJ -RRB- NN , PRP MD VB TO VB NN JJ IN `` NN '' CC JJ IN `` NN '' .",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],7,5538,0,27154,0,True,False,True,6,208,False,9,1190,0,False,0,False,0.0,0.6547404,0.4069696,Externalization allows you to do that.</p>,"NN VBZ PRP TO VB DT , NN -RRB-",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],7,4327,1211,71,0,False,False,False,7,74,False,16,0,0,False,0,False,0.0,0.8252911,0.7215028,<p>The Externalizable interface was not actually provided to optimize the serialization process performance!,LS -RRB- DT JJ NN VBD RB RB VBN TO VB DT NN NN NN .,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],7,4327,1211,71,0,False,False,False,7,74,False,31,109,0,True,0,False,0.0,0.9334954,0.78665006,but to provide means of implementing your own custom processing and offer complete control over the format and contents of the stream for an object and its super types!</p>,CC TO VB NNS IN VBG PRP$ JJ JJ NN CC VB JJ NN IN DT NN CC NNS IN DT NN IN DT NN CC PRP$ JJ NNS . NN,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],7,4327,1211,71,0,False,False,False,7,74,False,27,283,0,False,0,False,0.0,0.7999089,0.66096693,<p>Examples of this is the implementation of AMF (ActionScript Message Format) remoting to transfer native action script objects over the network.</p>,-LRB- NN NNS IN DT VBZ DT NN IN NNP -LRB- NNP NNP NNP -RRB- VBG TO VB JJ NN NN NNS IN DT NN . -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,4631,907,15590,70,True,False,False,8,60,False,13,0,0,False,0,False,0.0,0.75312483,0.60823154,"<p>When considering options for improving performance, don't forget custom serialization.","NN WRB VBG NNS IN VBG NN , VB RB VB JJ NN .",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,4631,907,15590,70,True,False,False,8,60,False,34,91,0,False,0,True,2.941176470588235,0.8201734,0.62961614,"You can let Java do what it does well, or at least good enough, <em>for free</em>, and provide custom support for what it does badly.","PRP MD VB NNP VB WP PRP VBZ RB , CC IN JJS JJ RB , -LRB- PRP -RRB- IN JJ , NN , CC VB JJ NN IN WP PRP VBZ RB .",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,4631,907,15590,70,True,False,False,8,60,False,13,226,0,False,0,False,15.384615384615383,0.7693683,0.6121679,This is usually a lot less code than full Externalizable support.</p>,DT VBZ RB DT NN JJR NN IN JJ JJ NN . NN,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,70,0,46,False,0,False,0.0,0.87586445,0.7410327,"<p>There are so many difference exist between Serializable and Externalizable but when we compare difference between custom Serializable(overrided writeObject() &amp; readObject()) and Externalizable  then we find that custom implementation is tightly bind with ObjectOutputStream class where as in Externalizable case , we ourself provide an implementation of ObjectOutput which may be ObjectOutputStream class or it could be some other like org.apache.mina.filter.codec.serialization.ObjectSerializationOutputStream</p>","NN EX VBP RB JJ NN VBP IN NN CC JJ CC WRB PRP VBP NN IN JJ NN -LRB- JJ NN -LRB- -RRB- NN : NN -LRB- -RRB- -RRB- CC JJ RB PRP VBP IN JJ NN VBZ RB VBN IN NNP NN WRB IN IN JJ NN , PRP PRP VB DT NN IN NNP WDT MD VB NNP NN CC PRP MD VB DT JJ IN ADD",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,5,523,0,False,0,True,20.0,0.3880371,0.18150501,<p><strong>,-LRB- NN -LRB- JJ -RRB-,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,9,534,0,False,0,False,11.11111111111111,0.43563873,0.2580496,In case of Externalizable interface</strong> </p>,"IN NN IN JJ NN , JJ -RRB- NN",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,32,585,0,False,150,True,6.25,0.67102194,0.1854011,"<pre><code>@Override
public void writeExternal(ObjectOutput out) throws IOException {
    out.writeUTF(key);
    out.writeUTF(value);
    out.writeObject(emp);
}",-LRB- NN -RRB- -LRB- NN NFP VB JJ NN NN -LRB- NNP RB -RRB- VBZ NN SYM NN -LRB- NN -RRB- : NN -LRB- NN -RRB- : NN NN -RRB- : NFP,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,36,748,0,False,0,False,0.0,0.5979204,0.119691394,"@Override
public void readExternal(ObjectInput in) throws IOException, ClassNotFoundException {
    this.key = in.readUTF();
    this.value = in.readUTF();
    this.emp = (Employee) in.readObject();
}","NFP VB JJ NN NN -LRB- NNP RB -RRB- VBZ NN , NNP -LRB- NNP SYM NNP -LRB- -RRB- : NN SYM NN -LRB- -RRB- : NN SYM -LRB- NN -RRB- NN -LRB- -RRB- : SYM",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,7,954,13,False,0,False,0.0,0.38394517,0.26696014,**In case of Serializable interface**,NFP IN NN IN JJ NN NFP,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,1,1002,0,False,0,False,0.0,0.32872054,-0.04743044,/*,NFP,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,26,1019,0,False,0,False,0.0,0.90913403,0.76688266,"We can comment below two method and use default serialization process as well
             Sequence of class attributes in read and write methods MUST BE same.",PRP MD VB IN CD NN CC VB NN NN NN RB RB NN IN NN NNS IN NN CC VB NNS MD VB JJ .,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,10,1187,0,False,0,False,0.0,0.84113944,0.6222865,// below will not work it will not work .,SYM RB MD RB VB PRP MD RB VB .,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,29,1238,0,False,0,False,3.4482758620689653,0.6473876,0.35132566,"// Exception = java.io.StreamCorruptedException: invalid type code: 00\
              private void writeObject(java.io.ObjectOutput stream) 
              */
            private void writeObject(java.io.ObjectOutputStream Outstream)
                    throws IOException {",NFP NN SYM NN : JJ NN NN : CD JJ NN NN -LRB- NN NNP NN -RRB- NFP JJ NN NN -LRB- NNP NNP -RRB- VBZ NN .,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,11,1529,0,False,0,False,0.0,0.47147864,-0.0077065434,"System.out.println(""from writeObject()"");
                /*",FW -LRB- `` IN NN -LRB- -RRB- '' -RRB- : NFP,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,14,1594,0,False,0,False,0.0,0.80954504,0.6214235,We can define custom validation or business rules inside read/write methods.,"PRP MD VB JJ NN CC NN NNS IN NN , NN NNS .",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,25,1672,0,False,0,False,0.0,0.849691,0.7140611,"This way our validation methods will be automatically 
    called by JVM, immediately after default serialization 
    and deserialization process 
    happens.
                 checkTestInfo();
                */","DT NN PRP$ NN NNS MD VB RB VBN IN NNP , RB IN NN NN CC NN NN VBZ . NNP -RRB- : NFP",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,18,1903,0,True,0,False,0.0,0.5953579,0.09550871,"stream.writeUTF(name);
                stream.writeInt(age);
                stream.writeObject(salary);
                stream.writeObject(address);
            }",NNP -LRB- NN -RRB- : NNP NN -RRB- : NN NN -RRB- : NN NN -RRB- : NFP,no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,65,2080,0,True,0,False,1.5384615384615383,0.5672676,0.073383085,"private void readObject(java.io.ObjectInputStream Instream)
                    throws IOException, ClassNotFoundException {
                System.out.println(""from readObject()"");
                name = (String) stream.readUTF();
                age = stream.readInt();
                salary = (BigDecimal) stream.readObject();
                address = (Address) stream.readObject();
                // validateTestInfo();
            }
</code></pre>","JJ NN NN -LRB- NN NNP NNP -RRB- VBZ NNP , NNP -LRB- NNP -LRB- `` IN NNP -LRB- -RRB- '' -RRB- : NN SYM -LRB- NN -RRB- NN -LRB- -RRB- : NN SYM NN -LRB- -RRB- : NN SYM -LRB- NN -RRB- NN -LRB- -RRB- : NN SYM -LRB- NN -RRB- NN -LRB- -RRB- : NFP NN -RRB- : NN NFP NN NN -RRB-",no
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,10,2536,0,False,0,False,10.0,0.664154,0.5095142,<p>I have added sample code to explain better.,NN PRP VBP VBN NN NN TO VB RBR .,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,10,2583,0,True,0,False,0.0,0.8057916,0.6489719,please check in/out object case of Externalizable.,UH VB RP SYM NN NN NN IN JJ .,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,12,2634,0,False,0,False,0.0,0.849224,0.6600345,These are not bound to any implementation directly.<br>,DT VBP RB VBN IN DT NN RB . -LRB- NN -RRB-,yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,11,2690,0,False,0,False,0.0,0.7871631,0.6572726,Where as Outstream/Instream are tightly bind to classes.,"WRB IN NN , NN VBP RB VBN IN NNS .",yes
True,294,0,131128,0,5538,12,0,False,True,True,43,[],2,2456,3082,614,0,True,True,True,9,418,False,17,2747,0,False,0,False,5.88235294117647,0.74688375,0.5658839,We can extends ObjectOutputStream/ObjectInputStream but it will a bit difficult to use.</p>,"PRP MD VBZ NNP , NNP CC PRP MD DT NN JJ TO VB . NN -RRB-",no
